"","gender","condtn","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1"
"6043","0","2",11,"0",-0.22,"1",27,"2",20,20,20,20,10,10,"0",5,10,7,3,5,2,1,5,2,24,"English","2",1,6,"MeetNewPpl","2/Month","2/Week","Entertainment",3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,18,19,16,15,15,17,20,20,15,15,15,15,9,8,7,7,7
"4298","1","2",6,"0",-0.08,"1",32,"2",15,5,45,10,15,10,"0",6,8,8,4,8,6,8,2,2,22,"Math","2",4,7,"FunNightOut","SVRL/Year","1/Week","Academic/Research",7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7
"4805","1","2",2,"1",-0.17,"1",28,"2",15,20,35,15,5,10,"1",7,9,9,6,5,5,6,8,2,26,"Education","2",2,4,"Other","AlmostNever","2/Week","Academic/Research",8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,35,5,5,15,30,10,5,10,6,9,3
"5294","0","2",11,"0",0.52,"1",29,"2",25,15,20,20,10,10,"1",7,8,5,8,6,5,8,7,2,24,"SocScie/Psych","2",10,2,"FunNightOut","2/Month","1/Week","Psychologist",9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,7,50,20,10,5,10,5,60,10,5,20,5,0,6,10,8,8,8
"5001","1","1",4,"0",0.65,"0",30,"2",22,12,30,25,10,1,"0",5,7,7,5,10,5,5,5,2,27,"Engineering","6",1,1,"FunNightOut","2/Month","2/Week","Banking/Consulting",4,2,7,6,8,8,8,6,6,8,4,10,10,7,7,5,10,2,10,20,25,20,20,5,25,10,20,25,10,10,7,9,7,9,10
"7017","0","2",14,"0",0.58,"1",32,"3",20,20,20,15,10,15,"0",5,7,6,5,7,5,7,4,2,27,"PoliSci","3",1,2,"FunNightOut","SVRL/Year","2/Week","IntlAffairs",1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,10,15,30,10,15,20,40,5,10,15,10,20,5,8,5,7,7
"7315","1","2",1,"0",-0.19,"0",25,"4",20,10,20,20,10,20,"0",4,4,8,6,7,3,6,2,2,32,"FineArts","6",5,6,"MeetNewPpl","2/Week","SVRL/Week","Entertainment",7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,6,20,20,20,15,15,10,20,10,20,20,15,15,7,7,7,8,9
"5159","0","2",16,"0",0.39,"0",25,"2",17,18,28,27,5,5,"0",4,4,5,4,4,3,5,7,2,21,"Education","4",3,3,"MeetNewPpl","SVRL/Year","SVRL/Week","Academic/Research",3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,15,25,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10
"3654","0","2",9,"0",0.33,"0",28,"3",23,18,21,18,10,10,"0",5,7,6,5,5,4,5,4,2,26,"Bio","4",3,1,"FunNightOut","AlmostNever","1/Week","DocMed",6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6
"5674","1","2",4,"0",-0.23,"1",31,"2",12,25,25,8,15,15,"0",9,6,6,6,5,3,5,3,2,27,"Business","2",3,2,"FunNightOut","1/Week","SVRL/Week","Lawyer",9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,5,30,20,15,15,8,12,30,10,10,15,25,10,8,9,9,8,9
"8007","1","2",13,"0",0.52,"0",23,"4",20,10,10,30,15,15,"0",7,6,6,7,6,5,7,6,2,29,"Math","2",1,1,"FunNightOut","1/Month","2/Week","Banking/Consulting",7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,30,20,20,20,10,0,30,5,10,20,30,5,7,8,8,8,8
"1557","1","2",11,"0",-0.06,"1",32,"3",30,30,30,5,0,5,"0",4,6,8,6,5,5,5,4,2,22,"Law","3",1,3,"ToSayIDidIt","AlmostNever","1/Week","Lawyer",2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2
"4799","1","2",6,"0",0.31,"0",28,"2",5,20,25,25,15,10,"0",5,6,7,3,7,2,6,5,2,29,"Business","6",1,1,"MeetNewPpl","SVRL/Year","SVRL/Week","Banking/Consulting",8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,20,20,10,25,15,10,6,10,6,10,10
"2184","1","2",9,"0",0.12,"0",28,"4",14.29,16.33,16.33,18.37,18.37,16.33,"0",2,6,6,6,5,4,3,5,2,28,"Bio","2",7,2,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7
"6727","1","2",6,"1",0.32,"0",28,"2",15,30,30,10,10,5,"1",3,9,9,6,9,7,8,10,2,28,"Business","3",2,2,"FunNightOut","2/Month","1/Week","Banking/Consulting",9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5
"3389","1","2",12,"0",0.17,"0",24,"2",16,16,20,16,18,14,"0",6,7,9,7,8,6,7,5,2,29,"PoliSci","4",1,1,"FunNightOut","1/Week","2/Week","Banking/Consulting",10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,14,20,18,16,14,18,14,20,14,18,16,18,7,8,8,7,8
"658","1","2",2,"0",0.73,"0",27,"1",20,20,20,10,10,20,"1",7,7,7,7,7,6,7,4,2,22,"Undergrad","2",9,2,"FunNightOut","1/Month","2/Week","Entertainment",3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,30,15,25,25,5,0,7,9,6,7,6
"4877","0","1",6,"1",0.37,"0",28,"2",17,17,17,17,16,16,"1",10,9,9,10,8,9,9,6,2,30,"SocScie/Psych","3",2,4,"MeetNewPpl","SVRL/Year","2/Week","Psychologist",5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,10,20,20,10,10,30,30,20,10,20,10,10,7,9,7,8,8
"3923","0","2",20,"1",0.48,"0",28,"4",20,30,10,20,0,20,"1",10,9,8,6,5,8,8,3,2,24,"MedSci","3",1,1,"ToSayIDidIt","SVRL/Year","SVRL/Week","DocMed",8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,30,20,20,10,15,5,30,10,15,20,10,15,9,9,8,9,9
"7151","1","2",13,"0",0.43,"1",29,"4",10,20,25,25,10,10,"0",3,3,8,2,2,2,5,4,2,31,"Other","4",1,1,"FunNightOut","SVRL/Year","2/Month","Other",7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
"5279","0","2",6,"0",0.36,"0",23,"4",25,20,20,20,5,10,"1",6,8,8,7,8,7,7,6,2,24,"SocScie/Psych","2",10,2,"FunNightOut","2/Month","1/Week","Psychologist",9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,7,50,20,10,5,10,5,60,10,5,20,5,0,6,10,8,8,8
"965","1","1",10,"0",0.14,"0",26,"3",30,10,20,20,10,10,"0",7,8,8,7,8,8,8,8,2,21,"Law","2",6,7,"ToSayIDidIt","SVRL/Year","2/Week","ProSports",9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10
"1533","1","2",6,"0",-0.2,"0",23,"3",10,25,20,10,20,15,"1",7,9,9,7,9,7,7,1,2,25,"Law","1",1,1,"MeetNewPpl","AlmostNever","SVRL/Week","Lawyer",9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6
"1334","1","2",14,"1",0.56,"0",22,"2",15,20,20,20,15,10,"1",4,7,8,10,7,7,8,4,2,28,"Business","4",6,8,"MeetNewPpl","SVRL/Year","1/Week","Banking/Consulting",7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
"3864","0","2",15,"0",0.72,"0",28,"3",23,18,21,18,10,10,"0",4,5,4,3,4,2,3,3,2,32,"Law","2",3,3,"SRSRelationship","1/Month","2/Week","Academic/Research",2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15,5,45,10,15,10,68,5,10,10,2,5,7,9,7,10,10
"375","0","2",13,"0",0.26,"1",28,"2",40,20,20,20,0,0,"1",8,8,8,8,7,7,7,6,2,24,"Law","2",4,8,"FunNightOut","2/Month","1/Week","Lawyer",3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9
"2994","0","2",7,"0",0.53,"0",26,"2",16.28,16.28,18.6,16.28,16.28,16.28,"1",7,6,7,6,5,7,7,5,2,25,"PoliSci","3",9,10,"MeetNewPpl","2/Month","2/Week","Banking/Consulting",8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,7,15.52,17.24,17.24,17.24,17.24,15.52,18.18,18.18,16.36,18.18,14.55,14.55,8,10,9,9,9
"8269","1","2",13,"1",0.23,"0",28,"4",10,20,30,10,10,20,"1",8,5,8,6,8,5,5,2,2,30,"Business","2",8,8,"FunNightOut","SVRL/Year","SVRL/Week","Banking/Consulting",10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,7,40,10,20,10,0,20,30,20,20,0,10,20,10,10,10,10,10
"2277","1","2",4,"0",0.46,"1",27,"2",15.38,17.31,17.31,17.31,17.31,15.38,"0",7,9,7,5,5,4,5,3,2,30,"PoliSci","2",4,7,"GetADate","SVRL/Year","1/Week","Entertainment",3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,6,16.67,12.5,20.83,18.75,12.5,18.75,9.09,20.45,18.18,20.45,13.64,18.18,8,6,7,9,2
"7693","0","2",2,"0",-0.27,"1",28,"2",20,20,20,20,0,20,"1",6,9,8,7,8,7,6,6,2,26,"SocialWork","2",3,1,"FunNightOut","1/Week","SVRL/Week","IntlAffairs",7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6,6,10,30,20,15,15,10,20,15,20,20,15,10,7,9,9,8,8
"5852","0","2",1,"1",0.06,"1",23,"2",20,15,20,20,10,15,"1",7,9,8,8,7,6,8,7,2,23,"Education","2",9,6,"MeetNewPpl","1/Month","1/Week","Undecided",8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,8,20,20,20,20,20,0,20,20,10,20,20,10,8,8,9,8,9
"1063","0","2",1,"0",0.27,"1",28,"4",20,20,20,10,10,20,"0",7,7,8,8,6,9,8,6,2,26,"Engineering","4",8,8,"MeetNewPpl","AlmostNever","SVRL/Week","Engineer",2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,10,20,15,20,20,15,15,15,15,20,15,20,7,9,8,7,7
"5326","0","2",11,"1",-0.01,"1",30,"4",50,10,10,10,5,15,"1",10,8,7,6,7,8,10,9,2,27,"Education","4",10,10,"FunNightOut","2/Month","2/Week","Academic/Research",2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,1,15,20,20,20,20,5,60,0,5,20,0,15,6,10,7,7,6
"3871","0","2",5,"0",0.17,"1",25,"2",27,15,28,10,10,10,"1",8,7,8,7,7,4,6.5,6.5,2,28,"Lang","2",2,2,"MeetNewPpl","AlmostNever","1/Week","Undecided",5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,39,20,15,20,0,6,8,8,7,7,4
"2512","1","1",2,"0",0.07,"1",22,"2",15.09,16.98,16.98,16.98,18.87,15.09,"1",5,7,7,5,6,5,6,5,2,34,"Business","2",1,1,"MeetNewPpl","2/Month","2/Week","Banking/Consulting",5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8,9,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5
"4305","1","2",14,"0",-0.32,"1",25,"2",25,20,25,25,5,0,"0",3,2,8,7,6,5,4,5,2,22,"Math","2",4,7,"FunNightOut","SVRL/Year","1/Week","Academic/Research",7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7
"7236","1","2",15,"1",0.08,"1",26,"2",16,18,18,20,12,16,"1",9,8,8,7,7,9,8,7,2,28,"Business","2",6,5,"GetADate","2/Week","SVRL/Week","Banking/Consulting",7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,20,20,20,20,20,0,6,8,8,9,10
"1264","0","2",4,"0",0.38,"0",29,"2",50,7,20,23,0,0,"0",3,7,8,4,9,5,4,5,2,23,"Bio","4",4,1,"MeetNewPpl","AlmostNever","AlmostNever","Undecided",8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5
"619","1","2",7,"0",0.22,"0",21,"4",12,18,20,16,16,18,"0",6,8,8,6,8,5,8,2,2,26,"Business","2",2,3,"MeetNewPpl","SVRL/Year","2/Week","Banking/Consulting",10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,20,20,20,25,5,10,7,8,5,7,7
"4540","0","2",12,"0",0.22,"0",29,"4",50,20,10,10,5,5,"0",4,2,5,4,5,7,5,4,2,35,"SocScie/Psych","2",1,1,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10
"6251","1","2",6,"0",0.07,"0",24,"2",20,10,20,35,5,10,"0",6,9,8,5,6,9,7,7,2,27,"Business","4",1,1,"FunNightOut","SVRL/Year","2/Week","Banking/Consulting",4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,6,20,20,20,20,20,0,20,20,20,20,20,0,6,7,8,8,9
"1475","1","2",12,"0",0.16,"0",29,"2",10,20,20,20,20,10,"0",6,9,10,8,9,8,7,9,2,22,"Business","4",3,2,"GetADate","2/Month","1/Week","Banking/Consulting",9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
"2899","0","2",16,"1",0.02,"0",32,"2",17.24,17.24,17.24,17.24,13.79,17.24,"1",7,6,5,5,5,5,6,6,2,25,"Bio","1",2,1,"MeetNewPpl","2/Month","1/Week","Banking/Consulting",9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,11.54,13.46,19.23,19.23,19.23,17.31,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10
"460","0","2",1,"0",-0.02,"1",24,"2",25,35,30,10,0,0,"0",4,6,7,3,6,4,4,1,2,27,"SocScie/Psych","2",5,8,"MeetNewPpl","SVRL/Year","2/Week","Banking/Consulting",6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,7,10,10,30,25,10,15,30,10,15,20,10,15,7,8,7,9,5
"4575","0","2",11,"0",0.13,"0",29,"6",40,30,10,8,2,10,"0",4,3,5,4,6,4,5,1,2,21,"SocScie/Psych","2",8,7,"MeetNewPpl","1/Week","SVRL/Week","SpeechPath",10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,8,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
"6806","0","1",2,"0",0.03,"0",27,"6",40,20,20,10,10,0,"1",6,6,6,7,6,6,6,6,2,27,"FineArts","2",3,3,"MeetNewPpl","AlmostNever","1/Week","Academic/Research",5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,7
"5359","0","2",13,"0",0.12,"1",27,"2",40,0,10,50,0,0,"0",5,8,7,1,7,4,2,5,2,26,"English","2",1,5,"MeetNewPpl","SVRL/Year","1/Week","IntlAffairs",2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8
"594","1","2",15,"0",-0.24,"0",21,"4",30,5,30,15,15,5,"0",4,6,5,4,5,3,5,4,2,24,"SocScie/Psych","2",3,3,"FunNightOut","1/Week","SVRL/Week","Academic/Research",9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,50,5,15,20,5,5,7,9,8,9,9
"4661","1","2",9,"0",0.39,"1",22,"4",16,20,19,16,18,11,"0",9,9,9,9,8,9,8,5,1,27,"Education","4",7,3,"FunNightOut","AlmostNever","2/Week","Academic/Research",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
"6225","1","2",12,"0",0.85,"1",28,"2",35,0,35,10,10,10,"0",9,8,6,6,6,6,7,5,2,23,"Engineering","2",1,4,"MeetNewPpl","1/Month","2/Week","Banking/Consulting",10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,25,14,25,25,3,8,10,16,24,24,20,6,6,9,7,8,8
"4209","1","2",11,"1",0.34,"0",27,"4",19,20,19,14,13,15,"1",7,8,6,8,7,7,8,5,2,23,"Engineering","1",1,1,"FunNightOut","2/Month","1/Week","Banking/Consulting",10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,7,9,9,7,10
"5100","0","2",5,"1",0.18,"0",27,"3",25,25,25,15,10,0,"1",7,9,9,9,9,7,7,6,2,24,"Bio","2",7,6,"MeetNewPpl","AlmostNever","2/Month","DocMed",5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7
"2126","0","2",13,"1",0.21,"0",26,"2",12,20,20,20,16,12,"1",8,9,9,8,8,8,8,6,2,30,"Business","1",1,1,"MeetNewPpl","SVRL/Year","1/Week","Banking/Consulting",3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,6,14,18,16,18,18,16,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10
"5672","1","2",17,"0",0.24,"0",21,"4",15,25,15,15,15,15,"1",9,9,8,8,9,8,6,5,2,27,"Business","2",3,2,"FunNightOut","1/Week","SVRL/Week","Lawyer",9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,5,30,20,15,15,8,12,30,10,10,15,25,10,8,9,9,8,9
"3994","0","2",5,"0",0.43,"1",26,"2",24,16,28,14,8,10,"0",7,6,5,6,8,6,6,3,2,25,"SocialWork","2",10,10,"MeetNewPpl","2/Month","SVRL/Week","SocialWork",6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8,25,20,25,25,5,0,40,10,10,30,10,0,9,10,10,9,10
"876","0","1",3,"0",0.14,"0",22,"2",30,10,20,30,0,10,"1",7,7,7,6,5,5,7,6,2,26,"Law","3",1,1,"MeetNewPpl","AlmostNever","2/Week","Lawyer",8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,30,10,20,20,10,10,60,5,5,10,10,10,9,9,9,9,9
"3486","0","1",8,"1",0.16,"0",27,"6",25,15,20,20,15,5,"1",8,7,7,6,6,5,8,5,2,26,"SocScie/Psych","3",3,3,"GetADate","AlmostNever","1/Week","Academic/Research",6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8,6,20,20,25,20,5,10,30,10,20,25,5,10,7,9,7,8,4
"6537","0","2",14,"0",0.21,"1",29,"4",35,30,25,5,0,5,"1",6,8,7,6,6,6,6,8,2,22,"Education","4",3,10,"FunNightOut","SVRL/Year","2/Week","Academic/Research",10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5,10,25,15,20,15,15,25,10,10,30,10,15,5,8,8,5,8
"2770","0","2",10,"0",0.43,"0",26,"4",14.89,19.15,21.28,19.15,14.89,10.64,"0",3,7,7,5,5,4,4,7,2,22,"Math","2",8,5,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8
"7005","0","2",12,"1",-0.07,"0",28,"2",20,10,20,20,20,0,"1",8,7,8,8,9,7,8,8,2,30,"Bio","1",1,1,"FunNightOut","SVRL/Year","1/Month","Academic/Research",10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,15,20,10,30,5,20,50,10,10,10,10,10,9,9,10,8,7
"4558","0","2",12,"0",0.54,"1",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"0",5,8,8,7,7,3,6,3,2,34,"Education","2",3,8,"MeetNewPpl","2/Month","SVRL/Week","Academic/Research",5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
"3555","1","1",4,"0",0.39,"0",24,"4",15,20,15,20,15,15,"1",7,6,7,6,7,8,7,8,2,25,"English","6",1,1,"SRSRelationship","2/Week","SVRL/Week","Academic/Research",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,20,20,20,20,10,10,20,20,20,20,10,10,10,9,9,10,10
"3028","1","2",4,"0",0.38,"0",25,"3",15.52,17.24,17.24,17.24,17.24,15.52,"0",8,9,10,7,7,6,8,6,2,23,"Bio","2",6,8,"FunNightOut","SVRL/Year","2/Week","Academic/Research",9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,17.02,21.28,17.02,21.28,14.89,8.51,14.58,20.83,16.67,18.75,16.67,12.5,8,10,10,9,8
"1486","1","2",1,"0",-0.08,"1",30,"2",20,25,15,15,15,10,"0",5,8,8,6,5,3,5,5,2,32,"Bio","2",2,6,"FunNightOut","2/Month","2/Month","Academic/Research",9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9
"3515","1","1",7,"0",0.11,"0",29,"4",90,2,2,2,2,2,"0",4,7,10,7,8,5,6,4,2,32,"History","2",1,6,"SRSRelationship","1/Month","2/Week","Lawyer",3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,18,10,30,10,10,22,25,11,11,18,20,15,5,7,6,8,7
"3283","1","2",12,"1",-0.15,"0",25,"1",11.54,13.46,19.23,19.23,19.23,17.31,"1",8,9,9,9,9,9,9,9,2,26,"Business","2",7,7,"MeetNewPpl","SVRL/Year","1/Week","Banking/Consulting",7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10
"6812","0","1",1,"0",-0.31,"0",27,"6",40,20,20,10,10,0,"0",5,5,7,6,6,7,5,6,2,24,"Bio","4",5,5,"FunNightOut","SVRL/Year","2/Week","Academic/Research",3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7,4,10,25,20,16,20,9,25,12,12,20,11,20,7,9,9,8,8
"6509","1","1",2,"0",0.12,"0",25,"4",15,25,20,15,10,15,"0",4,7,6,4,5,4,5,5,2,28,"PoliSci","2",1,1,"FunNightOut","AlmostNever","1/Week","Other",10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,6,20,20,20,20,20,20,25,10,10,25,20,10,7,10,8,7,9
"4137","1","2",20,"0",0.26,"1",25,"2",25,20,25,25,5,0,"0",5,4,10,6,10,6,7,7,2,32,"Engineering","2",1,1,"FunNightOut","1/Week","SVRL/Week","Academic/Research",8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,8,25,15,20,25,10,5,25,15,20,25,10,5,8,8,8,8,8
"1197","0","2",6,"0",-0.28,"1",32,"2",30,10,30,20,10,0,"1",6,8,8,8,8,5,7,7,2,22,"SocScie/Psych","2",1,1,"MeetNewPpl","AlmostNever","SVRL/Week","Academic/Research",2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,6,15,20,20,20,5,20,40,10,10,10,10,20,7,9,9,9,4
"8312","1","2",18,"0",0.29,"0",22,"4",20,20,10,15,5,30,"1",7,8,8,8,7,8,8,5,2,28,"Business","2",2,3,"FunNightOut","AlmostNever","SVRL/Week","Banking/Consulting",8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,20,20,20,20,0,20,35,10,10,15,20,10,7,10,8,9,9
"3903","0","2",19,"0",-0.39,"0",34,"2",30,10,30,10,5,15,"0",4,5,5,5,3,3,3,3,2,26,"Bio","4",2,2,"FunNightOut","1/Week","1/Week","DocMed",4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4,20,30,10,15,10,15,20,30,20,10,20,10,7,6,5,7,7
"1517","1","2",1,"0",-0.12,"0",27,"4",10,20,20,10,20,20,"1",8,8,8,6,8,7,7,7,1,27,"Bio","2",6,8,"MeetNewPpl","1/Month","1/Week","Academic/Research",8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9
"6079","0","2",19,"1",0.28,"0",24,"3",20,10,20,20,10,20,"1",5,8,9,8,8,7,8,8,1,25,"FineArts","4",1,5,"MeetNewPpl","AlmostNever","2/Week","Entertainment",3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,15,18,18,18,15,16,20,15,15,18,14,18,8,10,10,10,8
"4241","1","2",18,"0",-0.39,"0",23,"2",10,15,40,15,10,10,"0",4,6,5,4,5,4,4,6,2,27,"Engineering","4",1,1,"FunNightOut","2/Month","2/Week","Banking/Consulting",9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5,50,10,10,10,10,10,30,10,30,10,10,10,9,9,9,9,9
"4586","0","2",11,"0",0.58,"1",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"0",7,7,7,7,6,3,6,4,2,33,"Education","2",2,1,"SRSRelationship","1/Month","SVRL/Week","Academic/Research",7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
"1380","1","2",3,"0",0.16,"0",23,"2",15,15,20,15,15,20,"0",3,6,6,5,7,4,1,7,2,26,"Engineering","3",3,6,"FunNightOut","AlmostNever","SVRL/Week","Academic/Research",5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
"790","1","2",1,"0",0.39,"0",21,"4",12,18,20,16,16,18,"0",5,9,9,8,9,5,8,3,2,23,"Law","1",1,1,"Other","2/Month","2/Week","Lawyer",10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,20,25,25,10,10,10,20,20,20,10,20,10,6,10,10,9,10
